Precinct and Voting District Information,,,,,,,,,,,,,,,,,,1 (County Statistics),,,,,,Voting System Information,,,US Senate,,,,,,,US Congressional Districts 1 - 8,,,,,,MN State Senate Districts 1 - 67,,,,,,,MN State House Districts 1A - 67B,,,,,,,Governor and Lieutenant Governor,,,,,,,,Secretary of State,,,,,Attorney General,,,,State Auditor,,,,,ASSOCIATE JUSTICE-SUPREME CT 3,,,APPEALS 1,,APPEALS 5,,APPEALS 8,,APPEALS 9,,APPEALS 10,,APPEALS 15,,APPEALS 16,,,1ST DISTRICT COURT 1,,,1ST DISTRICT COURT 5,,,1ST DISTRICT COURT 28,,,1ST DISTRICT COURT 31,,,2ND DISTRICT COURT 21,,,4TH DISTRICT COURT 12,,,4TH DISTRICT COURT 46,,,4TH DISTRICT COURT 47,,,4TH DISTRICT COURT 53,,,4TH DISTRICT COURT 56,,,4TH DISTRICT COURT 58,,,4TH DISTRICT COURT 60,,,7TH DISTRICT COURT 17,,,9TH DISTRICT COURT 4,,,9TH DISTRICT COURT 12,,,10TH DISTRICT COURT 14,,
271570095,MINNEISKA  CITY,,01,28B,04,00,861,00,00,N,O,Minneiska city (part),03,084,0095,79,271570095,46,0,37,0,0,37,1,Central Count,Model 150,0,1,24,0,12,0,0,1,0,27,9,0,0,0,0,24,13,0,0,0,0,0,25,12,0,0,0,2,9,20,6,0,0,0,0,1,1,19,13,0,3,19,12,0,1,6,14,13,0,14,7,0,14,0,15,0,14,0,14,0,14,0,14,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271570100,MINNEISKA TWP.,,01,28B,04,00,811,00,00,N,O,Minneiska township,03,085,0100,79,271570100,126,7,99,1,0,100,1,Central Count,Model 150,1,3,41,0,54,1,0,2,0,55,39,0,0,0,0,41,56,0,0,0,0,0,49,41,0,0,0,3,29,42,22,0,1,1,0,4,10,41,40,0,8,36,51,0,7,11,36,38,2,56,24,0,68,0,69,0,65,0,68,0,67,0,65,0,32,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271570105,MOUNT PLEASANT TWP.,,01,28A,02,00,813,00,00,N,O,Mount Pleasant township,03,095,0105,79,271570105,225,23,196,15,0,211,1,Central Count,Model 150,1,2,114,0,79,0,0,2,0,144,60,0,0,0,0,95,111,0,0,0,0,0,115,88,0,0,1,0,71,96,41,0,0,0,1,2,9,117,73,0,7,96,100,0,2,19,103,76,0,99,63,0,154,0,156,0,156,1,156,1,154,1,154,0,62,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271570110,OAKWOOD TWP.,,01,28B,03,00,806,00,00,N,O,Oakwood township,03,100,0110,79,271570110,196,33,178,10,0,188,1,Central Count,Model 150,0,8,87,0,84,1,0,1,0,132,55,0,0,0,0,77,105,0,0,0,0,0,108,74,0,0,0,3,79,69,33,0,2,0,0,5,7,92,78,0,9,79,92,1,4,18,78,81,0,106,43,0,137,2,138,1,136,1,137,1,137,1,135,1,85,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271570115,PEPIN TWP.,,01,28A,02,00,811,00,00,N,O,Pepin township,03,105,0115,79,271570115,250,21,209,7,0,216,1,Central Count,Model 150,0,9,72,0,127,0,1,8,0,97,104,0,1,0,0,62,147,0,0,0,0,0,70,138,0,0,0,1,83,60,69,0,1,0,0,8,15,56,129,0,12,39,154,0,8,21,51,122,0,109,45,0,136,0,137,0,135,0,134,0,135,0,134,0,64,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271570120,PLAINVIEW P-1,,01,30B,01,00,810,00,00,N,O,Plainview city,03,109,0120,79,271570120,896,118,704,16,0,720,2,Precinct Tabulator,Model 100,1,25,391,0,290,0,0,7,0,493,190,0,0,0,182,369,142,0,0,0,0,0,428,235,0,0,0,2,228,331,143,0,1,0,1,12,38,379,256,0,31,351,301,0,23,75,351,229,0,403,173,1,520,2,526,1,518,2,520,2,514,1,524,1,319,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271570125,PLAINVIEW P-2,,01,30B,01,00,810,00,00,N,O,Plainview city,03,109,0125,79,271570125,731,80,589,18,0,607,2,Precinct Tabulator,Model 100,2,13,307,0,268,0,0,14,0,404,171,0,0,0,124,307,161,0,0,0,0,0,358,203,0,0,1,7,197,268,121,1,1,0,0,7,33,311,236,0,32,283,261,1,17,59,288,201,2,356,143,1,476,2,477,0,472,2,474,1,472,2,471,0,163,323,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271570130,PLAINVIEW TWP.,,01,30B,01,00,806,00,00,N,O,Plainview township,03,110,0130,79,271570130,290,25,239,5,0,244,1,Central Count,Model 150,0,8,141,0,89,0,0,2,0,179,59,0,0,0,53,142,45,0,0,0,0,0,165,69,0,0,0,3,97,112,29,0,0,0,0,1,7,142,87,0,6,136,94,0,2,19,128,84,0,134,60,0,180,0,181,0,180,0,180,0,178,1,178,0,62,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271570140,WABASHA W-1,1,01,28A,04,00,811,00,00,N,O,Wabasha city,03,120,0140,79,271570140,529,84,425,62,0,487,2,Precinct Tabulator,Model 100,0,15,183,0,240,1,0,19,0,262,187,0,0,0,0,191,273,0,0,0,0,0,204,256,0,0,1,10,181,158,120,1,2,0,0,16,27,190,221,1,24,179,258,0,22,41,171,219,1,269,106,0,342,2,331,1,333,2,330,1,332,1,328,1,380,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271570145,WABASHA W-2,2,01,28A,04,00,811,00,00,N,O,Wabasha city,03,120,0145,79,271570145,564,55,472,0,0,472,2,Precinct Tabulator,Model 100,5,13,193,0,244,0,0,16,0,262,187,0,0,0,0,190,272,0,0,0,0,0,233,221,0,0,0,14,164,164,126,0,0,0,1,14,21,191,232,0,29,174,251,0,24,35,180,211,1,270,117,0,353,0,353,1,348,0,347,0,346,0,347,0,141,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271570150,WABASHA W-3,3,01,28A,04,00,811,00,00,N,O,Wabasha city,03,120,0150,79,271570150,439,45,315,36,0,351,2,Precinct Tabulator,Model 100,4,10,131,0,181,0,0,18,0,188,131,0,0,0,0,119,220,0,0,1,0,0,150,182,0,0,0,6,126,108,99,0,3,0,0,7,18,126,181,0,20,110,203,0,15,24,115,168,0,200,78,1,242,1,242,1,238,2,236,1,237,1,237,1,123,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271570155,WATOPA TWP.,,01,28B,01,00,810,00,00,N,O,Watopa township,03,125,0155,79,271570155,160,12,139,3,0,142,1,Central Count,Model 150,3,2,66,0,70,0,0,5,0,92,40,0,0,0,0,50,86,0,0,0,0,0,73,62,0,0,0,4,57,54,22,0,0,0,0,2,9,63,60,0,14,58,61,0,6,16,50,59,0,75,35,0,94,0,92,0,91,0,92,0,91,0,92,0,49,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271570160,WEST ALBANY TWP.,,01,28B,02,00,806,00,00,N,O,West Albany township,03,130,0160,79,271570160,235,25,200,4,0,204,1,Central Count,Model 150,2,5,111,0,82,0,0,5,0,141,53,0,0,0,0,102,96,0,0,0,0,0,131,63,0,0,0,2,78,88,30,0,0,0,2,3,7,102,81,0,8,84,99,0,5,11,95,75,0,105,40,0,131,0,132,0,130,0,131,0,130,0,129,0,77,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271570165,ZUMBRO TWP.,,01,28B,03,00,535,00,00,N,O,Zumbro township,03,142,0165,79,271570165,454,36,382,6,0,388,2,Precinct Tabulator,Model 100,0,9,224,0,2,1,0,4,0,267,112,0,0,0,0,208,164,0,0,0,0,0,259,110,0,0,0,3,140,184,60,0,1,0,0,6,27,205,139,0,20,205,149,0,4,44,189,128,1,173,107,1,245,2,246,2,243,2,241,2,246,0,244,1,105,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271570170,ZUMBRO FALLS,,01,28B,02,00,813,00,00,N,O,Zumbro Falls city,03,144,0170,79,271570170,99,22,88,0,0,88,2,Precinct Tabulator,Model 100,0,5,38,0,42,0,1,5,0,53,25,0,0,0,0,41,42,0,0,0,0,0,47,35,0,0,0,1,34,35,15,0,1,1,0,2,12,34,35,0,10,35,37,0,6,16,29,29,0,35,35,1,64,1,64,1,65,1,65,1,64,1,63,1,37,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271590005,ALDRICH CITY,,08,10B,02,00,2170,00,00,N,O,Aldrich city,07,004,0005,80,271590005,40,5,32,4,0,36,3,Hand Count,Not Applicable,0,2,19,0,15,0,0,0,0,15,20,0,0,0,0,17,16,0,0,0,0,0,30,0,0,0,0,2,5,18,10,0,1,0,0,0,2,19,13,0,2,19,13,0,2,4,16,12,0,18,9,0,28,0,27,0,27,0,27,0,27,0,27,0,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,0,0,0,0,0,0,0,0,0,0
271590010,ALDRICH TWP,,08,10B,02,00,2170,00,00,N,O,Aldrich township,07,005,0010,80,271590010,272,19,223,8,0,231,3,Hand Count,Not Applicable,0,4,155,0,69,1,0,0,0,135,88,0,0,0,0,154,67,0,0,0,0,0,191,0,0,0,1,0,13,162,49,1,3,0,0,4,7,148,66,0,4,136,80,0,3,12,135,75,0,105,54,0,146,1,146,0,146,1,146,0,146,0,143,0,55,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,58,0,0,0,0,0,0,0,0,0,0
271590015,BLUEBERRY TWP.,,08,10B,05,00,821,00,00,N,O,Blueberry township,07,015,0015,80,271590015,413,29,311,8,0,319,2,Precinct Tabulator,Model 100,1,8,173,0,129,0,0,0,0,138,174,0,0,0,0,167,140,0,0,0,0,0,237,0,0,0,5,1,42,172,101,0,2,0,0,1,10,168,132,0,8,150,149,0,3,19,156,123,0,170,58,0,202,0,202,0,196,0,196,0,194,0,194,0,86,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,68,0,0,0,0,0,0,0,0,0,0
271590020,BULLARD TWP.,,08,10B,02,00,2170,00,00,N,O,Bullard township,07,020,0020,80,271590020,113,3,80,3,0,83,3,Hand Count,Not Applicable,0,1,44,0,38,0,0,0,0,42,34,0,0,0,0,41,33,0,0,0,0,0,59,0,0,0,1,0,15,44,21,0,1,0,0,0,5,42,29,0,3,42,31,0,2,3,43,27,0,43,19,0,58,0,58,0,57,0,59,0,56,0,56,0,26,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,21,0,0,0,0,0,0,0,0,0,0
271590025,HUNTERSVILLE TWP,,08,10B,04,00,821,00,00,N,O,Huntersville township,07,025,0025,80,271590025,68,4,36,3,0,39,3,Hand Count,Not Applicable,0,3,20,3,13,0,0,0,0,21,18,0,0,0,0,21,15,0,0,0,0,0,28,0,0,0,0,0,7,22,10,0,0,0,0,0,2,25,10,0,4,20,12,1,1,4,18,13,0,9,17,0,22,0,21,0,20,0,21,0,22,0,21,0,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,0,0,0,0,0,0,0,0,0,0
271590030,LEAF RIVER TWP.,,08,10B,04,00,2155,00,00,N,O,Leaf River township,07,030,0030,80,271590030,245,22,203,14,0,217,3,Hand Count,Not Applicable,0,10,128,0,79,0,0,0,0,100,110,0,0,0,0,129,77,0,0,0,0,0,166,0,0,0,0,1,22,123,62,2,3,0,0,0,14,119,78,0,9,100,97,0,6,14,120,70,0,113,63,0,154,0,153,0,153,0,154,0,152,0,152,0,81,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,55,0,0,0,0,0,0,0,0,0,0
271590035,LYONS TWP.,,08,10B,04,00,2170,00,00,N,O,Lyons township,07,035,0035,80,271590035,112,7,81,3,0,84,3,Hand Count,Not Applicable,0,0,50,0,33,0,0,0,0,38,37,0,0,0,0,45,25,0,0,0,0,0,56,0,0,0,0,0,16,45,20,0,2,0,0,0,6,49,22,0,3,46,32,0,1,7,44,25,0,33,15,0,43,0,41,0,42,0,42,0,42,0,42,0,20,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,17,0,0,0,0,0,0,0,0,0,0
271590040,MEADOW TWP.,,08,10B,05,00,820,00,00,N,O,Meadow township,07,040,0040,80,271590040,144,7,111,4,0,115,3,Hand Count,Not Applicable,2,7,53,0,52,1,0,0,0,54,59,0,0,0,0,53,59,0,0,0,0,0,88,0,0,0,3,3,16,59,35,0,1,0,0,3,9,58,43,1,8,50,53,0,3,7,55,46,0,66,31,0,85,1,86,1,84,1,85,1,85,1,85,1,35,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,33,1,0,0,0,0,0,0,0,0,0
271590045,MENAHGA,,08,10B,05,00,821,00,00,N,O,Menahga city,07,045,0045,80,271590045,679,69,534,10,0,544,2,Precinct Tabulator,Model 100,0,7,250,1,281,0,1,0,0,216,296,0,0,0,0,236,270,0,0,0,0,0,377,0,0,0,8,6,40,240,235,0,3,0,0,3,17,246,251,0,16,207,285,0,10,18,227,256,0,274,137,0,367,1,364,1,358,1,357,1,353,1,355,1,109,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,141,0,0,0,0,0,0,0,0,0,0
271590050,NIMROD,,08,10B,04,00,820,00,00,N,O,Nimrod city,07,050,0050,80,271590050,49,9,50,0,0,50,3,Hand Count,Not Applicable,2,2,15,0,31,0,0,0,0,8,40,0,0,0,0,11,34,0,0,0,0,0,24,0,0,0,1,1,7,11,28,1,0,0,0,3,1,15,29,0,1,13,33,0,1,3,11,31,0,18,12,0,27,0,27,0,27,0,27,0,28,0,27,0,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,0,0,0,0,0,0,0,0,0,0
271590055,NORTH GERMANY TWP.,,08,10B,04,00,818,00,00,N,O,North Germany township,07,055,0055,80,271590055,233,3,149,7,0,156,2,Precinct Tabulator,Model 100,1,10,92,1,49,1,0,0,0,73,67,0,0,0,0,86,50,0,0,1,0,0,110,0,0,0,2,6,12,95,37,0,0,0,1,8,9,87,43,0,13,82,50,0,5,15,86,39,0,64,43,0,92,0,92,0,88,0,87,0,87,0,86,0,29,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,44,0,0,0,0,0,0,0,0,0,0
271590060,ORTON TWP.,,08,10B,04,00,820,00,00,N,O,Orton township,07,060,0060,80,271590060,154,9,108,5,0,113,3,Hand Count,Not Applicable,2,8,40,1,62,0,0,0,0,30,77,0,0,0,0,38,69,0,0,0,0,0,71,0,0,0,2,5,20,38,48,0,0,0,0,2,9,37,59,0,10,31,67,0,2,11,34,58,0,48,28,0,65,0,66,0,64,0,66,0,64,1,64,0,23,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,39,0,0,0,0,0,0,0,0,0,0
271590065,RED EYE TWP.,,08,10B,05,00,820,00,00,N,O,Red Eye township,07,065,0065,80,271590065,261,21,196,8,0,204,2,Precinct Tabulator,Model 100,2,10,114,0,77,0,0,0,0,100,96,0,1,0,0,107,84,0,0,0,0,0,159,0,0,0,3,3,31,106,60,0,2,0,0,1,13,111,73,0,15,98,85,0,2,24,102,63,0,89,59,0,133,0,127,0,128,0,128,0,128,0,125,0,55,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,60,0,0,0,0,0,0,0,0,0,0
271590070,ROCKWOOD TWP.,,08,10B,04,00,2155,00,00,N,O,Rockwood township,07,070,0070,80,271590070,235,28,200,7,0,207,3,Hand Count,Not Applicable,3,9,95,0,99,0,1,0,0,76,118,0,0,0,0,84,106,0,0,0,0,0,157,0,0,0,0,4,30,94,73,1,3,0,0,1,20,88,87,0,16,72,105,0,3,19,82,86,0,110,44,0,135,1,133,1,133,1,123,1,132,0,134,0,67,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,61,0,0,0,0,0,0,0,0,0,0
271590075,SEBEKA,,08,10B,04,00,820,00,00,N,O,Sebeka city,07,075,0075,80,271590075,453,32,316,20,0,336,2,Precinct Tabulator,Model 100,2,7,151,4,168,1,0,0,0,112,208,0,0,0,0,136,178,0,0,0,0,0,260,0,0,0,4,9,42,138,139,0,1,1,0,7,15,144,156,0,16,119,184,0,10,19,137,150,0,170,94,0,251,0,244,0,239,0,242,0,244,0,244,0,83,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,101,0,0,0,0,0,0,0,0,0,0
271590080,SHELL RIVER TWP.,,08,10B,05,00,821,00,00,N,O,Shell River township,07,080,0080,80,271590080,136,10,93,4,0,97,3,Hand Count,Not Applicable,1,8,28,3,57,0,0,0,0,25,62,0,0,0,0,30,62,0,0,0,0,0,59,0,0,0,0,0,18,26,52,0,0,0,0,3,5,29,59,0,6,23,64,0,4,11,24,55,0,47,28,0,66,0,66,0,62,0,61,0,62,0,63,0,20,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,29,0,0,0,0,0,0,0,0,0,0
271590085,STAPLES,,08,10B,02,00,2170,00,00,N,O,Staples city (part),07,082,0085,80,271590085,304,51,256,18,0,274,3,Hand Count,Not Applicable,2,3,147,7,113,1,0,0,0,105,158,0,0,0,0,132,130,0,0,0,0,0,206,0,0,0,2,5,35,132,94,1,0,0,1,4,16,136,110,0,10,118,137,0,6,23,125,105,0,167,47,0,197,0,198,0,199,0,198,0,196,0,196,0,74,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,50,0,0,0,0,0,0,0,0,0,0
271590090,THOMASTOWN TWP.,,08,10B,02,00,2170,00,00,N,O,Thomastown township,07,085,0090,80,271590090,436,36,345,24,0,369,3,Hand Count,Not Applicable,1,10,234,1,121,1,0,0,0,162,183,0,0,0,0,199,136,0,0,1,0,0,267,0,0,0,8,7,43,219,92,0,2,0,0,5,17,204,125,0,15,184,150,1,12,23,188,121,0,194,94,0,257,0,258,0,255,0,254,0,254,0,256,0,92,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,120,0,0,0,0,0,0,0,0,0,0
271590095,VERNDALE,,08,10B,02,00,818,00,00,N,O,Verndale city,07,090,0095,80,271590095,316,36,247,6,0,253,2,Precinct Tabulator,Model 100,0,10,154,0,88,1,0,0,0,107,126,0,0,0,0,134,101,0,0,0,0,0,184,0,0,0,4,4,15,151,71,0,3,1,1,1,18,128,89,0,8,117,116,0,1,17,116,96,0,132,62,1,174,2,174,2,174,2,174,1,171,1,170,1,72,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,75,0,0,0,0,0,0,0,0,0,0
271590100,WADENA P-1,,08,10B,01,00,2155,00,00,N,O,Wadena city (part),07,094,0100,80,271590100,745,98,490,82,0,572,2,Precinct Tabulator,Model 100,3,11,315,6,231,4,0,0,0,239,301,0,0,0,0,279,247,0,0,1,0,0,431,0,0,0,4,16,55,289,192,1,0,3,0,8,18,292,217,0,21,240,267,0,12,39,257,212,0,290,139,1,392,1,396,0,386,0,389,1,386,2,385,0,133,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,172,0,0,0,0,0,0,0,0,0,0
271590105,WADENA P-2,,08,10B,03,00,2155,00,00,N,O,Wadena city (part),07,094,0105,80,271590105,581,75,432,20,0,452,2,Precinct Tabulator,Model 100,0,8,268,1,169,1,0,0,0,196,235,0,0,0,0,251,175,0,0,0,0,0,368,0,0,0,9,8,41,239,150,0,3,0,0,7,22,237,166,0,14,214,204,0,11,32,218,160,0,260,99,0,325,0,322,0,323,1,317,1,319,0,317,0,132,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,99,0,0,0,0,0,0,0,0,0,0
271590110,WADENA P-3,,08,10B,03,00,2155,00,00,N,O,Wadena city (part),07,094,0110,80,271590110,844,86,658,47,0,705,2,Precinct Tabulator,Model 100,2,14,377,3,304,0,0,0,0,289,391,0,0,0,0,358,319,0,0,0,0,0,570,0,0,0,9,11,76,339,267,0,4,0,0,13,28,375,275,1,17,308,354,0,18,33,330,294,1,462,114,1,526,1,527,1,519,1,516,1,512,1,510,1,210,335,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,170,0,0,0,0,0,0,0,0,0,0
271590120,WADENA TWP.,,08,10B,01,00,2155,00,00,N,O,Wadena township,07,095,0120,80,271590120,590,49,452,23,0,475,2,Precinct Tabulator,Model 100,0,9,305,0,135,0,0,0,0,246,204,0,0,0,0,303,144,0,0,0,0,0,397,0,0,0,3,6,51,298,105,0,5,0,0,5,16,307,132,0,12,261,180,0,10,39,258,142,0,249,122,1,328,1,322,1,316,1,318,1,314,1,316,1,145,198,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,127,1,0,0,0,0,0,0,0,0,0
271590125,WING RIVER TWP.,,08,10B,04,00,2155,00,00,N,O,Wing River township,07,105,0125,80,271590125,240,21,199,8,0,207,3,Hand Count,Not Applicable,0,8,150,0,49,0,0,0,0,126,68,0,0,0,0,139,54,0,0,0,0,0,166,0,0,0,0,2,17,153,28,0,0,0,0,1,9,146,41,0,6,135,57,0,0,8,140,43,0,88,63,0,135,0,136,0,136,0,135,1,134,0,137,0,65,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,78,0,0,0,0,0,0,0,0,0,0
271610005,ALTON TWP.,,01,24B,01,00,075,00,00,N,O,Alton township,03,005,0005,81,271610005,265,18,216,8,0,224,1,Central Count,Model 115,3,12,117,0,86,0,1,10,0,151,61,0,0,0,30,108,84,0,0,0,0,0,117,105,0,0,0,1,117,83,19,0,1,1,0,12,20,107,82,0,14,100,105,0,7,23,96,91,0,133,36,0,150,0,153,0,149,0,146,1,149,1,147,1,69,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271610010,BLOOMING GROVE TWP.,,01,26A,04,00,2143,00,00,N,O,Blooming Grove township,03,010,0010,81,271610010,337,30,287,11,0,298,1,Central Count,Model 115,2,22,159,3,112,0,0,18,0,204,69,0,1,18,0,185,85,0,0,0,0,0,196,90,0,0,1,9,143,105,32,0,1,0,0,14,27,144,96,0,28,117,132,1,18,32,122,100,0,150,68,2,200,1,198,1,199,1,198,1,199,1,199,1,98,112,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271610015,BYRON TWP.,,01,24B,01,00,2134,00,00,N,O,Byron township,03,015,0015,81,271610015,160,12,124,10,0,134,1,Central Count,Model 115,0,5,58,2,68,0,0,3,0,87,38,0,0,0,12,55,61,0,0,0,0,0,54,75,0,0,0,1,78,39,16,0,0,0,0,2,13,55,58,0,9,58,58,0,4,16,50,53,0,70,31,0,88,1,87,1,87,1,87,1,86,1,86,1,37,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271610020,ELYSIAN,,01,24B,04,00,2143,00,00,N,O,Elysian city (part),03,018,0020,81,271610020,7,0,3,0,0,3,1,Central Count,Model 115,0,0,0,0,3,0,0,1,0,0,2,0,0,0,0,1,2,0,0,0,0,0,1,2,0,0,0,0,2,0,1,0,0,0,0,0,1,0,2,0,0,1,2,0,0,0,1,2,0,2,1,0,2,0,2,0,2,0,2,0,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
